ticket_id,customer_id,flight_id,category,ticket_text,sentiment_score,sentiment_label,severity,status,created_at,resolution_days
TKT001238,CUST0261,FLT00075,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,closed,2026-05-24,1
TKT001239,CUST0006,FLT00329,service,Meal not served in business class on this flight.,0.0,neutral,high,in_progress,2026-05-24,1
TKT001240,CUST0033,FLT00472,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,closed,2026-05-24,7
TKT001241,CUST0210,FLT00262,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,7
TKT001242,CUST0135,FLT00457,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,in_progress,2026-05-24,5
TKT001243,CUST0185,FLT00198,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,resolved,2026-05-24,1
TKT001244,CUST0274,FLT00274,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,closed,2026-05-24,5
TKT001245,CUST0173,FLT00241,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,open,2026-05-24,14
TKT001246,CUST0136,FLT00437,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001247,CUST0180,FLT00265,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,open,2026-05-24,7
TKT001248,CUST0236,FLT00138,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,3
TKT001249,CUST0133,FLT00041,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,open,2026-05-24,5
TKT001250,CUST0084,FLT00150,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,1
TKT001251,CUST0183,FLT00165,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,high,open,2026-05-24,3
TKT001252,CUST0072,FLT00203,service,Meal not served in business class on this flight.,0.0,neutral,low,resolved,2026-05-24,1
TKT001253,CUST0034,FLT00202,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,resolved,2026-05-24,1
TKT001254,CUST0055,FLT00271,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,closed,2026-05-24,7
TKT001255,CUST0113,FLT00129,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,resolved,2026-05-24,1
TKT001256,CUST0298,FLT00209,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,closed,2026-05-24,5
TKT001257,CUST0178,FLT00091,service,Meal not served in business class on this flight.,0.0,neutral,low,in_progress,2026-05-24,14
TKT001258,CUST0239,FLT00384,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,resolved,2026-05-24,5
TKT001259,CUST0005,FLT00140,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,in_progress,2026-05-24,7
TKT001260,CUST0285,FLT00124,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,resolved,2026-05-24,14
TKT001261,CUST0185,FLT00280,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,resolved,2026-05-24,5
TKT001262,CUST0188,FLT00434,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,resolved,2026-05-24,7
TKT001263,CUST0112,FLT00403,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,in_progress,2026-05-24,5
TKT001264,CUST0257,FLT00202,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,open,2026-05-24,3
TKT001265,CUST0231,FLT00051,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,open,2026-05-24,5
TKT001266,CUST0163,FLT00411,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,high,in_progress,2026-05-24,1
TKT001267,CUST0271,FLT00321,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,closed,2026-05-24,1
TKT001268,CUST0251,FLT00031,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,high,resolved,2026-05-24,5
TKT001269,CUST0272,FLT00215,service,Meal not served in business class on this flight.,0.0,neutral,low,resolved,2026-05-24,7
TKT001270,CUST0267,FLT00265,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,critical,resolved,2026-05-24,1
TKT001271,CUST0060,FLT00248,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,critical,open,2026-05-24,1
TKT001272,CUST0221,FLT00367,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,open,2026-05-24,14
TKT001273,CUST0241,FLT00372,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,in_progress,2026-05-24,14
TKT001274,CUST0094,FLT00144,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,closed,2026-05-24,7
TKT001275,CUST0269,FLT00361,service,Meal not served in business class on this flight.,0.0,neutral,critical,resolved,2026-05-24,7
TKT001276,CUST0020,FLT00439,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001277,CUST0237,FLT00148,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,open,2026-05-24,3
TKT001278,CUST0281,FLT00458,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,critical,closed,2026-05-24,1
TKT001279,CUST0115,FLT00141,service,Meal not served in business class on this flight.,0.0,neutral,high,open,2026-05-24,5
TKT001280,CUST0068,FLT00069,service,Meal not served in business class on this flight.,0.0,neutral,medium,in_progress,2026-05-24,1
TKT001281,CUST0025,FLT00119,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,closed,2026-05-24,5
TKT001282,CUST0206,FLT00199,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,resolved,2026-05-24,3
TKT001283,CUST0224,FLT00392,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,high,in_progress,2026-05-24,5
TKT001284,CUST0097,FLT00108,service,Meal not served in business class on this flight.,0.0,neutral,low,resolved,2026-05-24,5
TKT001285,CUST0218,FLT00419,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,critical,closed,2026-05-24,5
TKT001286,CUST0040,FLT00416,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,resolved,2026-05-24,14
TKT001287,CUST0245,FLT00378,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,closed,2026-05-24,7
TKT001288,CUST0102,FLT00064,service,Meal not served in business class on this flight.,0.0,neutral,low,closed,2026-05-24,5
TKT001289,CUST0156,FLT00291,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001290,CUST0240,FLT00291,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,high,resolved,2026-05-24,5
TKT001291,CUST0219,FLT00422,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,open,2026-05-24,7
TKT001292,CUST0245,FLT00247,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,resolved,2026-05-24,7
TKT001293,CUST0158,FLT00290,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,in_progress,2026-05-24,3
TKT001294,CUST0095,FLT00197,service,Meal not served in business class on this flight.,0.0,neutral,medium,closed,2026-05-24,7
TKT001295,CUST0053,FLT00218,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,resolved,2026-05-24,3
TKT001296,CUST0104,FLT00253,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,high,resolved,2026-05-24,3
TKT001297,CUST0100,FLT00161,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,open,2026-05-24,14
TKT001298,CUST0267,FLT00247,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,in_progress,2026-05-24,3
TKT001299,CUST0100,FLT00295,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,resolved,2026-05-24,14
TKT001300,CUST0212,FLT00452,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,open,2026-05-24,7
TKT001301,CUST0299,FLT00407,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,in_progress,2026-05-24,1
TKT001302,CUST0187,FLT00394,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,5
TKT001303,CUST0076,FLT00226,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,resolved,2026-05-24,7
TKT001304,CUST0298,FLT00324,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,closed,2026-05-24,7
TKT001305,CUST0039,FLT00104,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,in_progress,2026-05-24,1
TKT001306,CUST0142,FLT00075,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,resolved,2026-05-24,5
TKT001307,CUST0053,FLT00011,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,in_progress,2026-05-24,3
TKT001308,CUST0149,FLT00377,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,critical,resolved,2026-05-24,1
TKT001309,CUST0079,FLT00230,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,high,open,2026-05-24,30
TKT001310,CUST0255,FLT00283,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,closed,2026-05-24,1
TKT001311,CUST0234,FLT00144,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,resolved,2026-05-24,1
TKT001312,CUST0062,FLT00400,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,open,2026-05-24,7
TKT001313,CUST0140,FLT00129,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,3
TKT001314,CUST0231,FLT00065,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,critical,open,2026-05-24,5
TKT001315,CUST0082,FLT00301,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,closed,2026-05-24,7
TKT001316,CUST0239,FLT00418,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,resolved,2026-05-24,1
TKT001317,CUST0225,FLT00395,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,in_progress,2026-05-24,14
TKT001318,CUST0219,FLT00393,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,open,2026-05-24,30
TKT001319,CUST0075,FLT00410,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,in_progress,2026-05-24,5
TKT001320,CUST0007,FLT00116,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,14
TKT001321,CUST0208,FLT00302,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,closed,2026-05-24,1
TKT001322,CUST0142,FLT00127,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,resolved,2026-05-24,3
TKT001323,CUST0196,FLT00437,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001324,CUST0159,FLT00207,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001325,CUST0201,FLT00151,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,in_progress,2026-05-24,5
TKT001326,CUST0048,FLT00149,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,in_progress,2026-05-24,7
TKT001327,CUST0086,FLT00168,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,resolved,2026-05-24,1
TKT001328,CUST0222,FLT00258,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,critical,closed,2026-05-24,3
TKT001329,CUST0227,FLT00174,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,resolved,2026-05-24,5
TKT001330,CUST0041,FLT00259,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,in_progress,2026-05-24,7
TKT001331,CUST0110,FLT00274,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,closed,2026-05-24,5
TKT001332,CUST0194,FLT00052,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,closed,2026-05-24,14
TKT001333,CUST0172,FLT00044,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,closed,2026-05-24,14
TKT001334,CUST0108,FLT00394,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,open,2026-05-24,5
TKT001335,CUST0047,FLT00245,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,14
TKT001336,CUST0114,FLT00376,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,closed,2026-05-24,7
TKT001337,CUST0004,FLT00082,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,open,2026-05-24,3
TKT001338,CUST0134,FLT00396,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,closed,2026-05-24,30
TKT001339,CUST0268,FLT00352,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,closed,2026-05-24,14
TKT001340,CUST0237,FLT00073,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,closed,2026-05-24,3
TKT001341,CUST0111,FLT00024,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,open,2026-05-24,30
TKT001342,CUST0111,FLT00421,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,critical,in_progress,2026-05-24,3
TKT001343,CUST0128,FLT00194,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,closed,2026-05-24,30
TKT001344,CUST0235,FLT00254,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,1
TKT001345,CUST0080,FLT00209,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,14
TKT001346,CUST0232,FLT00109,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,open,2026-05-24,1
TKT001347,CUST0172,FLT00114,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,resolved,2026-05-24,5
TKT001348,CUST0085,FLT00075,service,Meal not served in business class on this flight.,0.0,neutral,medium,in_progress,2026-05-24,14
TKT001349,CUST0147,FLT00382,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,open,2026-05-24,14
TKT001350,CUST0023,FLT00025,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,in_progress,2026-05-24,14
TKT001351,CUST0158,FLT00339,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,open,2026-05-24,14
TKT001352,CUST0021,FLT00093,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,resolved,2026-05-24,1
TKT001353,CUST0029,FLT00330,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,in_progress,2026-05-24,3
